t 218Po 214Pb 214Bi 214Po 210Pb
11.5 9 80 9 0 2
11.6 8 80 10 0 2
11.7 8 80 10 0 2
11.8 8 80 10 0 2
11.9 8 79 11 0 2
12.0 8 79 11 0 2
12.1 8 79 11 0 2
12.2 7 80 11 0 2
12.3 7 80 10 0 3
12.4 7 80 10 0 3
12.5 7 80 10 0 3
12.6 7 80 10 0 3
12.7 7 80 10 0 3
12.8 6 80 11 0 3
12.9 6 80 11 0 3
13.0 5 81 11 0 3
13.1 5 81 11 0 3
13.2 5 79 13 0 3
13.3 5 79 13 0 3
13.4 5 79 13 0 3
13.5 5 79 13 0 3
13.6 5 79 13 0 3
13.7 3 81 13 0 3
13.8 3 81 13 0 3
13.9 3 81 13 0 3
14.0 3 81 13 0 3
14.1 3 81 13 0 3
14.2 3 80 14 0 3
14.3 3 80 14 0 3
14.4 3 80 14 0 3
14.5 3 80 14 0 3
14.6 3 79 15 0 3
14.7 3 79 15 0 3
14.8 3 79 15 0 3
14.9 3 79 15 0 3
15.0 3 79 14 0 4
15.1 3 79 14 0 4
15.2 3 78 15 0 4
15.3 3 78 15 0 4
15.4 3 78 15 0 4
15.5 3 78 15 0 4
15.6 3 78 15 0 4
15.7 3 78 15 0 4
15.8 3 78 15 0 4
15.9 3 78 15 0 4
16.0 3 78 15 0 4
16.1 3 77 16 0 4
16.2 3 77 16 0 4
16.3 3 77 15 0 5
16.4 3 77 15 0 5
16.5 3 77 15 0 5
16.6 3 76 16 0 5
16.7 3 76 16 0 5
16.8 3 76 14 0 7
16.9 3 76 14 0 7
17.0 2 76 15 0 7
17.1 2 76 15 0 7
17.2 2 76 15 0 7
17.3 2 75 16 0 7
17.4 2 74 17 0 7
17.5 2 73 18 0 7
17.6 2 73 18 0 7
17.7 2 73 18 0 7
17.8 2 73 18 0 7
17.9 2 73 18 0 7
18.0 2 73 18 0 7
18.1 2 73 18 0 7
18.2 2 72 19 0 7
18.3 2 72 19 0 7
18.4 2 71 20 0 7
18.5 2 71 20 0 7
18.6 2 71 20 0 7
18.7 1 72 20 0 7
18.8 1 72 20 0 7
18.9 1 72 20 0 7
19.0 1 71 21 0 7
19.1 1 71 21 0 7
19.2 1 71 21 0 7
19.3 1 70 22 0 7
19.4 1 70 22 0 7
19.5 1 70 22 0 7
19.6 1 70 22 0 7
19.7 1 69 23 0 7
19.8 1 69 23 0 7
19.9 1 68 24 0 7
20.0 1 68 24 0 7
20.1 1 68 23 0 8
20.2 1 67 24 0 8
20.3 1 67 24 0 8
20.4 1 67 24 0 8
20.5 1 67 24 0 8
20.6 1 66 25 0 8
20.7 1 66 25 0 8
20.8 1 66 25 0 8
20.9 1 65 26 0 8
21.0 1 64 27 0 8
21.1 1 64 27 0 8
21.2 1 64 27 0 8
21.3 1 64 27 0 8
21.4 1 64 27 0 8
21.5 1 64 27 0 8
21.6 1 64 27 0 8
21.7 1 64 27 0 8
21.8 1 64 27 0 8
21.9 1 64 27 0 8
22.0 1 64 25 0 10
22.1 1 64 24 0 11
22.2 1 63 25 0 11
22.3 1 63 25 0 11
22.4 1 62 26 0 11
22.5 1 62 25 0 12
22.6 1 61 26 0 12
22.7 1 61 26 0 12
22.8 1 61 26 0 12
22.9 1 61 26 0 12
23.0 1 60 27 0 12
23.1 1 60 26 0 13
23.2 1 60 26 0 13
23.3 0 61 26 0 13
23.4 0 61 26 0 13
23.5 0 61 26 0 13
23.6 0 61 26 0 13
23.7 0 61 26 0 13
23.8 0 61 26 0 13
23.9 0 61 26 0 13
24.0 0 61 26 0 13
24.1 0 60 27 0 13
24.2 0 60 27 0 13
24.3 0 60 27 0 13
24.4 0 60 27 0 13
24.5 0 60 27 0 13
24.6 0 60 27 0 13
24.7 0 59 28 0 13
24.8 0 59 28 0 13
24.9 0 59 28 0 13
25.0 0 58 29 0 13
25.1 0 58 29 0 13
25.2 0 58 29 0 13
25.3 0 58 29 0 13
25.4 0 58 29 0 13
25.5 0 58 29 0 13
25.6 0 58 29 0 13
25.7 0 58 29 0 13
25.8 0 58 28 0 14
25.9 0 58 28 0 14
26.0 0 58 28 0 14
26.1 0 58 28 0 14
26.2 0 58 28 0 14
26.3 0 57 29 0 14
26.4 0 57 29 0 14
26.5 0 56 30 0 14
26.6 0 56 30 0 14
26.7 0 56 30 0 14
26.8 0 56 30 0 14
26.9 0 56 30 0 14
27.0 0 56 29 0 15
27.1 0 56 29 0 15
27.2 0 55 30 0 15
27.3 0 55 30 0 15
27.4 0 55 30 0 15
27.5 0 55 30 0 15
27.6 0 55 30 0 15
27.7 0 55 30 0 15
27.8 0 55 30 0 15
27.9 0 55 30 0 15
28.0 0 55 30 0 15
28.1 0 55 30 0 15
28.2 0 55 30 0 15
28.3 0 55 30 0 15
28.4 0 54 31 0 15
28.5 0 53 31 0 16
28.6 0 53 31 0 16
28.7 0 52 32 0 16
28.8 0 52 32 0 16
28.9 0 52 32 0 16
29.0 0 52 32 0 16
29.1 0 52 32 0 16
29.2 0 51 33 0 16
29.3 0 50 34 0 16
29.4 0 50 34 0 16
29.5 0 50 34 0 16
29.6 0 49 35 0 16
29.7 0 49 34 0 17
29.8 0 49 33 0 18
29.9 0 48 34 0 18
30.0 0 48 34 0 18
30.1 0 48 34 0 18
30.2 0 48 34 0 18
30.3 0 48 33 0 19
30.4 0 48 32 0 20
30.5 0 48 32 0 20
30.6 0 47 33 0 20
30.7 0 47 33 0 20
30.8 0 47 33 0 20
30.9 0 47 33 0 20
31.0 0 47 33 0 20
31.1 0 47 33 0 20
31.2 0 47 33 0 20
31.3 0 47 33 0 20
31.4 0 47 33 0 20
31.5 0 47 33 0 20
31.6 0 46 34 0 20
31.7 0 46 34 0 20
31.8 0 46 34 0 20
31.9 0 46 34 0 20
32.0 0 46 34 0 20
32.1 0 46 34 0 20
32.2 0 46 34 0 20
32.3 0 46 34 0 20
32.4 0 46 34 0 20
32.5 0 46 34 0 20
32.6 0 46 33 0 21
32.7 0 46 33 0 21
32.8 0 46 33 0 21
32.9 0 46 33 0 21
33.0 0 46 33 0 21
33.1 0 46 33 0 21
33.2 0 46 33 0 21
33.3 0 45 34 0 21
33.4 0 45 34 0 21
33.5 0 45 34 0 21
33.6 0 45 34 0 21
33.7 0 43 36 0 21
33.8 0 43 36 0 21
33.9 0 43 36 0 21
34.0 0 43 36 0 21
34.1 0 42 37 0 21
34.2 0 42 37 0 21
34.3 0 42 37 0 21
34.4 0 42 37 0 21
34.5 0 42 37 0 21
34.6 0 41 38 0 21
34.7 0 41 38 0 21
34.8 0 41 38 0 21
34.9 0 41 38 0 21
35.0 0 41 37 0 22
35.1 0 41 37 0 22
35.2 0 41 37 0 22
35.3 0 41 37 0 22
35.4 0 41 36 0 23
35.5 0 41 36 0 23
35.6 0 41 36 0 23
35.7 0 41 36 0 23
35.8 0 41 36 0 23
35.9 0 41 36 0 23
36.0 0 40 37 0 23
36.1 0 40 37 0 23
36.2 0 40 37 0 23
36.3 0 40 37 0 23
36.4 0 40 37 0 23
36.5 0 40 37 0 23
36.6 0 40 37 0 23
36.7 0 40 37 0 23
36.8 0 40 37 0 23
36.9 0 39 38 0 23
37.0 0 39 38 0 23
37.1 0 39 38 0 23
37.2 0 39 38 0 23
37.3 0 39 38 0 23
37.4 0 38 39 0 23
37.5 0 38 39 0 23
37.6 0 38 39 0 23
37.7 0 38 39 0 23
37.8 0 38 39 0 23
37.9 0 38 39 0 23
38.0 0 38 39 0 23
38.1 0 38 39 0 23
38.2 0 38 39 0 23
38.3 0 38 39 0 23
38.4 0 38 39 0 23
38.5 0 38 39 0 23
38.6 0 38 39 0 23
38.7 0 38 39 0 23
38.8 0 38 38 0 24
38.9 0 38 38 0 24
39.0 0 38 38 0 24
39.1 0 37 39 0 24
39.2 0 37 39 0 24
39.3 0 36 40 0 24
39.4 0 36 40 0 24
39.5 0 36 39 0 25
39.6 0 35 40 0 25
39.7 0 35 40 0 25
39.8 0 35 40 0 25
39.9 0 34 41 0 25
40.0 0 34 41 0 25
40.1 0 34 41 0 25
40.2 0 34 41 0 25
40.3 0 34 41 0 25
40.4 0 34 41 0 25
40.5 0 34 41 0 25
40.6 0 34 41 0 25
40.7 0 34 41 0 25
40.8 0 34 41 0 25
40.9 0 34 41 0 25
41.0 0 34 41 0 25
41.1 0 34 41 0 25
41.2 0 34 41 0 25
41.3 0 34 41 0 25
41.4 0 34 41 0 25
41.5 0 34 41 0 25
41.6 0 34 41 0 25
41.7 0 34 41 0 25
41.8 0 34 41 0 25
41.9 0 34 41 0 25
42.0 0 34 41 0 25
42.1 0 34 40 0 26
42.2 0 34 40 0 26
42.3 0 33 41 0 26
42.4 0 33 41 0 26
42.5 0 33 41 0 26
42.6 0 33 41 0 26
42.7 0 33 41 0 26
42.8 0 33 41 0 26
42.9 0 33 41 0 26
43.0 0 33 41 0 26
43.1 0 33 41 0 26
43.2 0 33 41 0 26
43.3 0 33 41 0 26
43.4 0 33 41 0 26
43.5 0 33 40 0 27
43.6 0 33 40 0 27
43.7 0 33 40 0 27
43.8 0 33 40 0 27
43.9 0 33 40 0 27
44.0 0 33 40 0 27
44.1 0 33 39 0 28
44.2 0 33 39 0 28
44.3 0 33 39 0 28
44.4 0 33 39 0 28
44.5 0 33 39 0 28
44.6 0 32 40 0 28
44.7 0 32 40 0 28
44.8 0 31 41 0 28
44.9 0 31 41 0 28
45.0 0 31 41 0 28
45.1 0 31 41 0 28
45.2 0 31 41 0 28
45.3 0 31 41 0 28
45.4 0 31 41 0 28
45.5 0 31 41 0 28
45.6 0 31 41 0 28
45.7 0 31 41 0 28
45.8 0 31 41 0 28
45.9 0 31 41 0 28
46.0 0 31 41 0 28
46.1 0 31 41 0 28
46.2 0 31 41 0 28
46.3 0 31 41 0 28
46.4 0 31 41 0 28
46.5 0 31 41 0 28
46.6 0 31 41 0 28
46.7 0 31 41 0 28
46.8 0 31 41 0 28
46.9 0 31 41 0 28
47.0 0 31 40 0 29
47.1 0 31 40 0 29
47.2 0 31 40 0 29
47.3 0 31 39 0 30
47.4 0 31 39 0 30
47.5 0 31 39 0 30
47.6 0 31 39 0 30
47.7 0 31 39 0 30
47.8 0 30 40 0 30
47.9 0 30 40 0 30
48.0 0 30 40 0 30
48.1 0 30 40 0 30
48.2 0 30 40 0 30
48.3 0 30 40 0 30
48.4 0 30 40 0 30
48.5 0 30 40 0 30
48.6 0 30 40 0 30
48.7 0 30 40 0 30
48.8 0 30 39 0 31
48.9 0 30 39 0 31
49.0 0 30 38 0 32
49.1 0 30 38 0 32
49.2 0 30 38 0 32
49.3 0 30 38 0 32
49.4 0 30 38 0 32
49.5 0 30 38 0 32
49.6 0 30 38 0 32
49.7 0 30 38 0 32
49.8 0 30 37 0 33
49.9 0 30 37 0 33
50.0 0 30 37 0 33
50.1 0 30 37 0 33
50.2 0 30 37 0 33
50.3 0 29 38 0 33
50.4 0 29 37 0 34
50.5 0 29 37 0 34
50.6 0 28 38 0 34
50.7 0 28 38 0 34
50.8 0 27 39 0 34
50.9 0 27 39 0 34
51.0 0 27 39 0 34
51.1 0 27 39 0 34
51.2 0 27 39 0 34
51.3 0 27 39 0 34
51.4 0 27 39 0 34
51.5 0 27 39 0 34
51.6 0 27 39 0 34
51.7 0 27 39 0 34
51.8 0 27 39 0 34
51.9 0 27 38 0 35
52.0 0 27 38 0 35
52.1 0 27 38 0 35
52.2 0 27 38 0 35
52.3 0 27 38 0 35
52.4 0 27 38 0 35
52.5 0 27 38 0 35
52.6 0 27 38 0 35
52.7 0 27 38 0 35
52.8 0 27 38 0 35
52.9 0 27 38 0 35
53.0 0 27 38 0 35
53.1 0 27 38 0 35
53.2 0 27 38 0 35
53.3 0 27 38 0 35
53.4 0 26 39 0 35
53.5 0 26 39 0 35
53.6 0 26 39 0 35
53.7 0 26 39 0 35
53.8 0 26 39 0 35
53.9 0 26 39 0 35
54.0 0 26 39 0 35
54.1 0 26 39 0 35
54.2 0 26 38 0 36
54.3 0 26 38 0 36
54.4 0 26 38 0 36
54.5 0 26 38 0 36
54.6 0 25 39 0 36
54.7 0 25 39 0 36
54.8 0 25 39 0 36
54.9 0 25 39 0 36
55.0 0 25 39 0 36
55.1 0 25 39 0 36
55.2 0 25 38 0 37
55.3 0 25 38 0 37
55.4 0 25 38 0 37
55.5 0 25 38 0 37
55.6 0 25 38 0 37
55.7 0 25 38 0 37
55.8 0 24 39 0 37
55.9 0 24 39 0 37
56.0 0 24 39 0 37
56.1 0 24 39 0 37
56.2 0 24 39 0 37
56.3 0 24 39 0 37
56.4 0 23 40 0 37
56.5 0 23 40 0 37
56.6 0 23 40 0 37
56.7 0 23 40 0 37
56.8 0 23 39 0 38
56.9 0 23 39 0 38
57.0 0 23 39 0 38
57.1 0 23 39 0 38
57.2 0 23 39 0 38
57.3 0 23 39 0 38
57.4 0 23 39 0 38
57.5 0 23 39 0 38
57.6 0 23 39 0 38
57.7 0 23 39 0 38
57.8 0 23 39 0 38
57.9 0 23 39 0 38
58.0 0 23 39 0 38
58.1 0 23 39 0 38
58.2 0 23 39 0 38
58.3 0 23 39 0 38
58.4 0 23 39 0 38
58.5 0 23 39 0 38
58.6 0 23 39 0 38
58.7 0 23 39 0 38
58.8 0 23 39 0 38
58.9 0 23 38 0 39
59.0 0 23 38 0 39
59.1 0 22 39 0 39
59.2 0 22 39 0 39
59.3 0 22 39 0 39
59.4 0 22 39 0 39
59.5 0 22 39 0 39
59.6 0 21 39 0 40
59.7 0 21 39 0 40
59.8 0 21 39 0 40
59.9 0 21 39 0 40
60.0 0 21 39 0 40
60.1 0 21 39 0 40
60.2 0 21 39 0 40
60.3 0 21 39 0 40
60.4 0 21 39 0 40
60.5 0 21 39 0 40
60.6 0 21 39 0 40
60.7 0 21 39 0 40
60.8 0 21 39 0 40
60.9 0 21 39 0 40
61.0 0 21 39 0 40
61.1 0 21 39 0 40
61.2 0 21 38 0 41
61.3 0 21 38 0 41
61.4 0 20 39 0 41
61.5 0 20 39 0 41
61.6 0 20 39 0 41
61.7 0 20 39 0 41
61.8 0 20 39 0 41
61.9 0 20 38 0 42
62.0 0 20 38 0 42
62.1 0 20 36 0 44
62.2 0 19 37 0 44
62.3 0 19 37 0 44
62.4 0 19 37 0 44
62.5 0 19 36 0 45
62.6 0 19 36 0 45
62.7 0 19 36 0 45
62.8 0 19 36 0 45
62.9 0 19 36 0 45
63.0 0 19 36 0 45
63.1 0 18 37 0 45
63.2 0 18 37 0 45
63.3 0 18 37 0 45
63.4 0 18 37 0 45
63.5 0 18 37 0 45
63.6 0 18 37 0 45
63.7 0 18 37 0 45
63.8 0 18 37 0 45
63.9 0 18 37 0 45
64.0 0 18 37 0 45
64.1 0 18 37 0 45
64.2 0 18 37 0 45
64.3 0 18 37 0 45
64.4 0 18 37 0 45
64.5 0 18 36 0 46
64.6 0 18 36 0 46
64.7 0 18 36 0 46
64.8 0 18 36 0 46
64.9 0 18 36 0 46
65.0 0 18 36 0 46
65.1 0 18 36 0 46
65.2 0 18 35 0 47
65.3 0 18 35 0 47
65.4 0 18 35 0 47
65.5 0 18 34 0 48
65.6 0 18 34 0 48
65.7 0 18 34 0 48
65.8 0 18 34 0 48
65.9 0 18 34 0 48
66.0 0 18 34 0 48
66.1 0 18 32 0 50
66.2 0 18 32 0 50
66.3 0 18 31 0 51
66.4 0 18 31 0 51
66.5 0 18 31 0 51
66.6 0 17 31 0 52
66.7 0 16 32 0 52
66.8 0 16 32 0 52
66.9 0 16 32 0 52
67.0 0 16 32 0 52
67.1 0 15 32 0 53
67.2 0 15 32 0 53
67.3 0 15 32 0 53
67.4 0 15 32 0 53
67.5 0 15 32 0 53
67.6 0 15 32 0 53
67.7 0 15 31 0 54
67.8 0 15 31 0 54
67.9 0 15 31 0 54
68.0 0 15 30 0 55
68.1 0 15 30 0 55
68.2 0 15 30 0 55
68.3 0 15 30 0 55
68.4 0 15 30 0 55
68.5 0 15 29 0 56
68.6 0 15 29 0 56
68.7 0 15 29 0 56
68.8 0 15 29 0 56
68.9 0 15 29 0 56
69.0 0 15 29 0 56
69.1 0 15 29 0 56
69.2 0 15 29 0 56
69.3 0 15 29 0 56
69.4 0 15 29 0 56
69.5 0 14 30 0 56
69.6 0 14 30 0 56
69.7 0 14 30 0 56
69.8 0 14 30 0 56
69.9 0 14 30 0 56
70.0 0 14 30 0 56
70.1 0 14 30 0 56
70.2 0 14 30 0 56
70.3 0 14 30 0 56
70.4 0 14 30 0 56
70.5 0 14 30 0 56
70.6 0 14 30 0 56
70.7 0 14 29 0 57
70.8 0 14 29 0 57
70.9 0 14 29 0 57
71.0 0 14 29 0 57
71.1 0 14 29 0 57
71.2 0 14 29 0 57
71.3 0 14 29 0 57
71.4 0 14 29 0 57
71.5 0 14 28 0 58
71.6 0 14 28 0 58
71.7 0 14 28 0 58
71.8 0 14 27 0 59
71.9 0 14 27 0 59
72.0 0 14 27 0 59
72.1 0 14 27 0 59
72.2 0 14 27 0 59
72.3 0 14 26 0 60
72.4 0 14 26 0 60
72.5 0 14 26 0 60
72.6 0 14 26 0 60
72.7 0 14 26 0 60
72.8 0 14 26 0 60
72.9 0 14 26 0 60
73.0 0 14 26 0 60
73.1 0 14 26 0 60
73.2 0 14 26 0 60
73.3 0 14 26 0 60
73.4 0 14 26 0 60
73.5 0 14 26 0 60
73.6 0 14 26 0 60
73.7 0 14 25 0 61
73.8 0 14 25 0 61
73.9 0 14 25 0 61
74.0 0 14 25 0 61
74.1 0 14 25 0 61
74.2 0 14 25 0 61
74.3 0 14 25 0 61
74.4 0 14 25 0 61
74.5 0 13 26 0 61
74.6 0 13 26 0 61
74.7 0 13 26 0 61
74.8 0 13 26 0 61
74.9 0 12 27 0 61
75.0 0 12 27 0 61
75.1 0 12 27 0 61
75.2 0 12 27 0 61
75.3 0 12 27 0 61
75.4 0 12 27 0 61
75.5 0 12 27 0 61
75.6 0 12 26 0 62
75.7 0 12 26 0 62
75.8 0 12 26 0 62
75.9 0 12 25 0 63
76.0 0 12 25 0 63
76.1 0 12 25 0 63
76.2 0 12 25 0 63
76.3 0 12 25 0 63
76.4 0 12 25 0 63
76.5 0 12 25 0 63
76.6 0 12 25 0 63
76.7 0 12 25 0 63
76.8 0 12 25 0 63
76.9 0 12 25 0 63
77.0 0 12 25 0 63
77.1 0 12 25 0 63
77.2 0 11 26 0 63
77.3 0 11 26 0 63
77.4 0 11 26 0 63
77.5 0 11 25 0 64
77.6 0 11 25 0 64
77.7 0 11 25 0 64
77.8 0 11 24 0 65
77.9 0 11 24 0 65
78.0 0 11 24 0 65
78.1 0 11 24 0 65
78.2 0 11 24 0 65
78.3 0 11 24 0 65
78.4 0 11 24 0 65
78.5 0 11 22 0 67
78.6 0 11 22 0 67
78.7 0 11 22 0 67
78.8 0 11 22 0 67
78.9 0 11 22 0 67
79.0 0 11 22 0 67
79.1 0 11 22 0 67
79.2 0 11 22 0 67
79.3 0 11 22 0 67
79.4 0 11 22 0 67
79.5 0 11 22 0 67
79.6 0 11 21 0 68
79.7 0 11 20 0 69
79.8 0 11 20 0 69
79.9 0 11 20 0 69
80.0 0 11 20 0 69
80.1 0 11 20 0 69
80.2 0 11 19 0 70
80.3 0 11 19 0 70
80.4 0 11 19 0 70
80.5 0 10 20 0 70
80.6 0 10 20 0 70
80.7 0 10 20 0 70
80.8 0 10 20 0 70
80.9 0 10 20 0 70
81.0 0 10 20 0 70
81.1 0 10 20 0 70
81.2 0 10 20 0 70
81.3 0 9 21 0 70
81.4 0 9 21 0 70
81.5 0 9 21 0 70
81.6 0 9 21 0 70
81.7 0 9 21 0 70
81.8 0 9 21 0 70
81.9 0 9 21 0 70
82.0 0 9 21 0 70
82.1 0 9 20 0 71
82.2 0 9 20 0 71
82.3 0 9 20 0 71
82.4 0 8 21 0 71
82.5 0 8 21 0 71
82.6 0 8 21 0 71
82.7 0 8 21 0 71
82.8 0 8 21 0 71
82.9 0 8 21 0 71
83.0 0 8 21 0 71
83.1 0 8 21 0 71
83.2 0 8 21 0 71
83.3 0 8 21 0 71
83.4 0 8 20 0 72
83.5 0 8 20 0 72
83.6 0 8 20 0 72
83.7 0 8 19 0 73
83.8 0 8 19 0 73
83.9 0 8 19 0 73
84.0 0 8 19 0 73
84.1 0 8 19 0 73
84.2 0 8 19 0 73
84.3 0 8 19 0 73
84.4 0 8 19 0 73
84.5 0 8 19 0 73
84.6 0 8 19 0 73
84.7 0 8 19 0 73
84.8 0 8 19 0 73
84.9 0 8 19 0 73
85.0 0 8 19 0 73
85.1 0 8 19 0 73
85.2 0 8 19 0 73
85.3 0 8 19 0 73
85.4 0 8 19 0 73
85.5 0 8 19 0 73
85.6 0 8 19 0 73
85.7 0 8 19 0 73
85.8 0 8 19 0 73
85.9 0 8 19 0 73
86.0 0 8 19 0 73
86.1 0 7 20 0 73
86.2 0 7 20 0 73
86.3 0 7 20 0 73
86.4 0 7 20 0 73
86.5 0 7 20 0 73
86.6 0 7 20 0 73
86.7 0 7 20 0 73
86.8 0 7 20 0 73
86.9 0 7 20 0 73
87.0 0 7 20 0 73
87.1 0 7 20 0 73
87.2 0 7 20 0 73
87.3 0 7 20 0 73
87.4 0 7 19 0 74
87.5 0 7 19 0 74
87.6 0 7 19 0 74
87.7 0 7 19 0 74
87.8 0 7 18 0 75
87.9 0 7 18 0 75
88.0 0 7 18 0 75
88.1 0 7 18 0 75
88.2 0 7 18 0 75
88.3 0 7 18 0 75
88.4 0 7 18 0 75
88.5 0 7 18 0 75
88.6 0 7 18 0 75
88.7 0 7 18 0 75
88.8 0 7 18 0 75
88.9 0 7 18 0 75
89.0 0 7 18 0 75
89.1 0 7 18 0 75
89.2 0 7 18 0 75
89.3 0 7 18 0 75
89.4 0 7 18 0 75
89.5 0 7 18 0 75
89.6 0 7 18 0 75
89.7 0 7 18 0 75
89.8 0 7 18 0 75
89.9 0 7 18 0 75
90.0 0 7 18 0 75
90.1 0 7 18 0 75
90.2 0 7 18 0 75
90.3 0 7 18 0 75
90.4 0 7 18 0 75
90.5 0 7 18 0 75
90.6 0 7 18 0 75
90.7 0 7 18 0 75
90.8 0 7 18 0 75
90.9 0 7 18 0 75
91.0 0 7 18 0 75
91.1 0 7 18 0 75
91.2 0 7 18 0 75
91.3 0 7 18 0 75
91.4 0 7 18 0 75
91.5 0 7 18 0 75
91.6 0 7 18 0 75
91.7 0 7 18 0 75
91.8 0 7 18 0 75
91.9 0 7 18 0 75
92.0 0 7 18 0 75
92.1 0 7 18 0 75
92.2 0 7 18 0 75
92.3 0 7 18 0 75
92.4 0 7 18 0 75
92.5 0 7 18 0 75
92.6 0 7 18 0 75
92.7 0 7 18 0 75
92.8 0 7 18 0 75
92.9 0 7 18 0 75
93.0 0 7 18 0 75
93.1 0 7 18 0 75
93.2 0 7 18 0 75
93.3 0 7 18 0 75
93.4 0 7 18 0 75
93.5 0 7 18 0 75
93.6 0 7 18 0 75
93.7 0 7 17 0 76
93.8 0 7 17 0 76
93.9 0 7 17 0 76
94.0 0 7 17 0 76
94.1 0 7 17 0 76
94.2 0 7 17 0 76
94.3 0 7 17 0 76
94.4 0 7 17 0 76
94.5 0 7 17 0 76
94.6 0 7 17 0 76
94.7 0 7 17 0 76
94.8 0 7 17 0 76
94.9 0 7 17 0 76
95.0 0 7 17 0 76
95.1 0 7 17 0 76
95.2 0 7 17 0 76
95.3 0 7 17 0 76
95.4 0 7 17 0 76
95.5 0 7 17 0 76
95.6 0 7 17 0 76
95.7 0 7 17 0 76
95.8 0 7 17 0 76
95.9 0 7 17 0 76
96.0 0 7 17 0 76
96.1 0 7 17 0 76
96.2 0 7 17 0 76
96.3 0 7 17 0 76
96.4 0 7 17 0 76
96.5 0 7 17 0 76
96.6 0 7 17 0 76
96.7 0 7 17 0 76
96.8 0 7 17 0 76
96.9 0 7 17 0 76
97.0 0 7 17 0 76
97.1 0 7 17 0 76
97.2 0 7 17 0 76
97.3 0 7 17 0 76
97.4 0 7 17 0 76
97.5 0 7 17 0 76
97.6 0 7 17 0 76
97.7 0 7 17 0 76
97.8 0 7 17 0 76
97.9 0 7 17 0 76
98.0 0 6 18 0 76
98.1 0 6 18 0 76
98.2 0 6 18 0 76
98.3 0 6 18 0 76
98.4 0 6 18 0 76
98.5 0 6 18 0 76
98.6 0 6 18 0 76
98.7 0 6 18 0 76
98.8 0 6 17 0 77
98.9 0 6 16 0 78
99.0 0 6 16 0 78
99.1 0 6 16 0 78
99.2 0 6 16 0 78
99.3 0 6 16 0 78
99.4 0 6 16 0 78
99.5 0 6 16 0 78
