t 211Pb 211Bi 207Tl 207Pb
8.2 88 3 7 2
8.3 88 3 7 2
8.4 88 3 7 2
8.5 87 4 7 2
8.6 87 4 7 2
8.7 87 4 7 2
8.8 87 4 7 2
8.9 87 3 8 2
9.0 87 3 8 2
9.1 87 3 8 2
9.2 87 3 8 2
9.3 87 3 8 2
9.4 86 4 8 2
9.5 86 4 8 2
9.6 86 4 8 2
9.7 86 4 8 2
9.8 86 4 8 2
9.9 86 4 8 2
10.0 86 4 8 2
10.1 86 4 8 2
10.2 86 4 8 2
10.3 86 4 8 2
10.4 86 3 9 2
10.5 85 4 8 3
10.6 85 4 8 3
10.7 84 5 8 3
10.8 84 5 8 3
10.9 83 6 8 3
11.0 83 6 7 4
11.1 83 6 7 4
11.2 83 6 7 4
11.3 83 6 7 4
11.4 83 6 7 4
11.5 83 6 6 5
11.6 83 6 6 5
11.7 83 6 6 5
11.8 83 6 6 5
11.9 83 6 6 5
12.0 83 6 6 5
12.1 83 5 7 5
12.2 83 5 7 5
12.3 83 5 7 5
12.4 82 6 6 6
12.5 82 6 6 6
12.6 81 7 6 6
12.7 81 7 6 6
12.8 81 7 6 6
12.9 80 8 6 6
13.0 80 7 7 6
13.1 80 6 8 6
13.2 80 6 8 6
13.3 80 6 8 6
13.4 80 6 8 6
13.5 80 6 7 7
13.6 80 6 7 7
13.7 80 6 7 7
13.8 80 6 7 7
13.9 80 6 7 7
14.0 80 6 7 7
14.1 80 6 7 7
14.2 80 6 6 8
14.3 78 7 7 8
14.4 78 7 7 8
14.5 78 6 8 8
14.6 78 6 8 8
14.7 78 5 9 8
14.8 78 5 9 8
14.9 78 5 9 8
15.0 78 5 9 8
15.1 78 5 9 8
15.2 78 4 10 8
15.3 78 4 10 8
15.4 78 4 10 8
15.5 78 4 10 8
15.6 78 4 10 8
15.7 78 4 10 8
15.8 78 4 10 8
15.9 78 4 10 8
16.0 78 3 10 9
16.1 78 3 10 9
16.2 78 3 10 9
16.3 78 3 10 9
16.4 78 3 10 9
16.5 78 3 10 9
16.6 78 3 10 9
16.7 78 3 10 9
16.8 78 2 11 9
16.9 78 2 11 9
17.0 78 2 11 9
17.1 78 2 10 10
17.2 78 2 10 10
17.3 78 2 10 10
17.4 78 2 10 10
17.5 77 3 8 12
17.6 77 3 8 12
17.7 76 4 8 12
17.8 76 4 8 12
17.9 76 4 8 12
18.0 76 4 8 12
18.1 76 4 8 12
18.2 76 4 8 12
18.3 76 4 8 12
18.4 76 4 8 12
18.5 76 4 8 12
18.6 76 3 9 12
18.7 76 3 9 12
18.8 76 3 9 12
18.9 75 4 9 12
19.0 75 4 9 12
19.1 75 4 9 12
19.2 75 4 9 12
19.3 75 4 9 12
19.4 75 4 9 12
19.5 75 4 9 12
19.6 75 4 9 12
19.7 75 4 9 12
19.8 75 4 9 12
19.9 75 4 9 12
20.0 75 4 8 13
20.1 75 4 8 13
20.2 75 4 8 13
20.3 74 5 8 13
20.4 74 5 8 13
20.5 74 5 8 13
20.6 73 5 8 14
20.7 73 5 8 14
20.8 73 5 8 14
20.9 73 5 8 14
21.0 72 5 9 14
21.1 72 5 8 15
21.2 72 5 8 15
21.3 72 4 9 15
21.4 72 4 9 15
21.5 71 5 9 15
21.6 71 4 10 15
21.7 71 4 10 15
21.8 70 5 10 15
21.9 70 5 10 15
22.0 70 4 10 16
22.1 70 4 10 16
22.2 70 4 10 16
22.3 69 5 10 16
22.4 69 5 10 16
22.5 69 5 10 16
22.6 69 5 9 17
22.7 69 5 9 17
22.8 69 4 10 17
22.9 69 4 9 18
23.0 68 5 9 18
23.1 68 5 9 18
23.2 68 5 9 18
23.3 68 5 9 18
23.4 68 5 9 18
23.5 67 6 9 18
23.6 67 6 9 18
23.7 67 6 9 18
23.8 67 6 9 18
23.9 66 6 10 18
24.0 66 6 10 18
24.1 66 6 10 18
24.2 66 5 11 18
24.3 66 5 11 18
24.4 66 5 11 18
24.5 66 3 13 18
24.6 66 3 13 18
24.7 66 3 13 18
24.8 66 3 13 18
24.9 66 3 12 19
25.0 66 3 12 19
25.1 65 4 12 19
25.2 65 3 13 19
25.3 65 3 12 20
25.4 65 3 10 22
25.5 65 3 10 22
25.6 64 4 10 22
25.7 64 4 10 22
25.8 64 4 10 22
25.9 64 4 10 22
26.0 64 3 11 22
26.1 64 3 11 22
26.2 64 3 10 23
26.3 64 3 10 23
26.4 64 3 10 23
26.5 64 3 10 23
26.6 64 3 10 23
26.7 64 3 10 23
26.8 63 4 9 24
26.9 63 4 9 24
27.0 63 4 9 24
27.1 63 4 9 24
27.2 63 4 9 24
27.3 63 4 8 25
27.4 62 5 8 25
27.5 62 4 9 25
27.6 62 4 8 26
27.7 62 4 8 26
27.8 62 4 7 27
27.9 62 4 7 27
28.0 62 4 7 27
28.1 62 4 7 27
28.2 62 4 7 27
28.3 61 5 7 27
28.4 61 4 8 27
28.5 61 4 8 27
28.6 61 4 8 27
28.7 61 4 8 27
28.8 61 4 8 27
28.9 61 4 8 27
29.0 61 4 8 27
29.1 60 5 8 27
29.2 60 4 9 27
29.3 60 4 9 27
29.4 60 4 8 28
29.5 60 4 8 28
29.6 60 4 8 28
29.7 60 4 8 28
29.8 60 4 8 28
29.9 60 4 8 28
30.0 60 4 8 28
30.1 60 4 8 28
30.2 60 2 10 28
30.3 60 2 10 28
30.4 60 2 10 28
30.5 60 2 10 28
30.6 60 2 10 28
30.7 59 3 10 28
30.8 59 3 10 28
30.9 58 4 10 28
31.0 58 4 10 28
31.1 58 4 10 28
31.2 57 3 12 28
31.3 57 3 12 28
31.4 57 2 13 28
31.5 57 2 13 28
31.6 57 2 13 28
31.7 56 3 13 28
31.8 56 3 13 28
31.9 56 3 12 29
32.0 56 3 12 29
32.1 56 3 12 29
32.2 56 3 11 30
32.3 56 3 11 30
32.4 56 3 10 31
32.5 56 3 10 31
32.6 56 3 10 31
32.7 56 3 10 31
32.8 56 3 10 31
32.9 56 3 10 31
33.0 56 2 11 31
33.1 56 2 11 31
33.2 56 2 11 31
33.3 56 2 11 31
33.4 56 1 12 31
33.5 55 2 12 31
33.6 55 2 12 31
33.7 55 2 12 31
33.8 54 3 12 31
33.9 54 3 12 31
34.0 54 3 12 31
34.1 54 3 12 31
34.2 54 3 12 31
34.3 54 3 12 31
34.4 54 3 12 31
34.5 54 3 12 31
34.6 54 2 13 31
34.7 54 2 13 31
34.8 54 2 13 31
34.9 54 2 13 31
35.0 54 2 13 31
35.1 54 2 13 31
35.2 54 2 13 31
35.3 54 2 13 31
35.4 54 2 13 31
35.5 54 2 13 31
35.6 54 1 14 31
35.7 54 1 14 31
35.8 54 1 14 31
35.9 54 1 14 31
36.0 54 1 14 31
36.1 54 1 14 31
36.2 54 1 14 31
36.3 54 1 14 31
36.4 54 0 15 31
36.5 54 0 15 31
36.6 54 0 15 31
36.7 54 0 15 31
36.8 54 0 15 31
36.9 54 0 15 31
37.0 54 0 14 32
37.1 54 0 13 33
37.2 54 0 13 33
37.3 54 0 13 33
37.4 54 0 13 33
37.5 54 0 13 33
37.6 54 0 12 34
37.7 54 0 11 35
37.8 54 0 10 36
37.9 54 0 9 37
38.0 54 0 9 37
38.1 54 0 9 37
38.2 54 0 9 37
38.3 54 0 9 37
38.4 54 0 9 37
38.5 54 0 9 37
38.6 54 0 9 37
38.7 54 0 9 37
38.8 54 0 9 37
38.9 54 0 9 37
39.0 54 0 9 37
39.1 54 0 9 37
39.2 54 0 9 37
39.3 54 0 9 37
39.4 53 1 9 37
39.5 53 1 9 37
39.6 53 1 9 37
39.7 53 1 9 37
39.8 53 1 9 37
39.9 53 1 9 37
40.0 53 1 9 37
40.1 53 1 9 37
40.2 53 1 9 37
40.3 53 1 9 37
40.4 53 1 8 38
40.5 53 1 8 38
40.6 53 1 8 38
40.7 53 1 8 38
40.8 53 1 8 38
40.9 53 1 8 38
41.0 52 2 8 38
41.1 52 2 8 38
41.2 52 2 8 38
41.3 52 2 8 38
41.4 52 2 8 38
41.5 52 2 8 38
41.6 52 2 8 38
41.7 52 2 7 39
41.8 52 1 8 39
41.9 52 1 8 39
42.0 52 1 8 39
42.1 52 1 8 39
42.2 52 1 8 39
42.3 52 1 8 39
42.4 52 1 8 39
42.5 51 2 8 39
42.6 51 2 8 39
42.7 51 2 7 40
42.8 51 2 7 40
42.9 51 2 7 40
43.0 51 2 7 40
43.1 51 2 7 40
43.2 51 2 7 40
43.3 51 2 7 40
43.4 51 2 7 40
43.5 51 2 7 40
43.6 51 2 7 40
43.7 51 2 7 40
43.8 51 2 7 40
43.9 51 2 7 40
44.0 51 1 8 40
44.1 51 1 8 40
44.2 51 1 8 40
44.3 51 1 8 40
44.4 51 1 8 40
44.5 51 1 8 40
44.6 51 1 8 40
44.7 51 1 8 40
44.8 51 1 8 40
44.9 51 1 8 40
45.0 51 1 8 40
45.1 51 1 8 40
45.2 51 1 8 40
45.3 51 1 8 40
45.4 51 1 8 40
45.5 51 1 8 40
45.6 51 1 8 40
45.7 51 1 8 40
45.8 51 1 8 40
45.9 51 0 9 40
46.0 51 0 7 42
46.1 50 1 7 42
46.2 50 1 7 42
46.3 50 1 7 42
46.4 50 1 7 42
46.5 50 1 7 42
46.6 49 2 7 42
46.7 49 2 7 42
46.8 49 2 7 42
46.9 49 2 7 42
47.0 48 3 7 42
47.1 48 3 7 42
47.2 48 3 7 42
47.3 48 2 8 42
47.4 48 2 8 42
47.5 48 2 8 42
47.6 48 2 8 42
47.7 48 2 8 42
47.8 48 2 8 42
47.9 48 2 8 42
48.0 48 2 8 42
48.1 48 2 8 42
48.2 48 2 8 42
48.3 48 2 7 43
48.4 48 2 7 43
48.5 48 2 7 43
48.6 48 2 7 43
48.7 47 3 7 43
48.8 47 3 7 43
48.9 47 3 7 43
49.0 47 3 7 43
49.1 47 3 7 43
49.2 47 3 7 43
49.3 47 3 7 43
49.4 47 3 7 43
49.5 47 3 7 43
49.6 47 3 7 43
49.7 47 3 7 43
49.8 47 3 7 43
49.9 47 3 7 43
50.0 47 3 7 43
50.1 47 3 7 43
50.2 47 3 6 44
50.3 47 2 7 44
50.4 47 1 7 45
50.5 47 1 7 45
50.6 47 1 7 45
50.7 47 1 7 45
50.8 47 1 7 45
50.9 47 1 7 45
51.0 47 1 7 45
51.1 47 1 7 45
51.2 47 1 7 45
51.3 47 1 7 45
51.4 47 1 7 45
51.5 46 2 6 46
51.6 46 2 6 46
51.7 46 2 6 46
51.8 45 3 6 46
51.9 45 3 6 46
52.0 45 2 6 47
52.1 45 2 6 47
52.2 45 2 6 47
52.3 45 2 6 47
52.4 45 2 6 47
52.5 45 1 7 47
52.6 45 1 7 47
52.7 45 1 7 47
52.8 45 1 7 47
52.9 45 1 7 47
53.0 45 1 7 47
53.1 45 1 7 47
53.2 45 1 7 47
53.3 45 1 7 47
53.4 45 1 7 47
53.5 45 1 7 47
53.6 45 1 7 47
53.7 45 1 7 47
53.8 45 1 7 47
53.9 45 1 7 47
54.0 45 1 7 47
54.1 45 1 7 47
54.2 45 1 7 47
54.3 45 1 6 48
54.4 45 1 6 48
54.5 45 1 6 48
54.6 45 1 6 48
54.7 45 1 6 48
54.8 45 1 6 48
54.9 45 1 6 48
55.0 45 1 6 48
55.1 45 1 6 48
55.2 45 1 6 48
55.3 45 1 6 48
55.4 45 1 6 48
55.5 45 1 6 48
55.6 45 1 6 48
55.7 45 1 6 48
55.8 45 1 6 48
55.9 43 3 6 48
56.0 43 3 6 48
56.1 43 3 6 48
56.2 43 3 6 48
56.3 43 3 6 48
56.4 43 2 7 48
56.5 43 2 7 48
56.6 42 3 7 48
56.7 42 3 7 48
56.8 42 3 7 48
56.9 42 3 7 48
57.0 42 3 6 49
57.1 42 3 6 49
57.2 41 4 6 49
57.3 41 4 6 49
57.4 41 3 7 49
57.5 41 3 7 49
57.6 40 4 7 49
57.7 40 3 8 49
57.8 40 3 8 49
57.9 40 3 8 49
58.0 40 3 8 49
58.1 39 4 8 49
58.2 39 4 7 50
58.3 39 4 6 51
58.4 39 4 5 52
58.5 39 4 5 52
58.6 39 3 6 52
58.7 39 3 6 52
58.8 39 3 6 52
58.9 39 3 6 52
59.0 39 3 6 52
59.1 39 3 5 53
59.2 39 3 5 53
59.3 39 3 5 53
59.4 39 3 5 53
59.5 39 3 5 53
59.6 39 3 5 53
59.7 39 2 6 53
59.8 39 2 6 53
59.9 39 2 6 53
60.0 39 2 6 53
60.1 39 2 6 53
60.2 39 2 6 53
60.3 39 2 5 54
60.4 39 2 5 54
60.5 39 2 5 54
60.6 39 2 5 54
60.7 39 2 5 54
60.8 39 2 5 54
60.9 39 2 5 54
61.0 39 2 5 54
61.1 39 2 5 54
61.2 39 2 4 55
61.3 39 2 4 55
61.4 39 2 4 55
61.5 39 2 4 55
61.6 39 2 4 55
61.7 39 2 4 55
61.8 39 2 4 55
61.9 39 2 4 55
62.0 39 2 4 55
62.1 39 2 4 55
62.2 39 2 4 55
62.3 39 2 4 55
62.4 39 2 4 55
62.5 39 2 4 55
62.6 39 2 4 55
62.7 39 2 4 55
62.8 39 2 4 55
62.9 39 2 4 55
63.0 39 2 4 55
63.1 39 2 4 55
63.2 39 2 4 55
63.3 39 2 4 55
63.4 39 2 3 56
63.5 39 2 3 56
63.6 39 2 3 56
63.7 39 2 3 56
63.8 39 2 3 56
63.9 39 2 3 56
64.0 39 2 3 56
64.1 39 2 3 56
64.2 39 2 3 56
64.3 39 2 3 56
64.4 39 2 3 56
64.5 39 2 3 56
64.6 39 2 3 56
64.7 39 2 3 56
64.8 39 2 3 56
64.9 39 2 3 56
65.0 39 2 3 56
65.1 39 1 4 56
65.2 39 1 4 56
65.3 39 1 4 56
65.4 39 1 4 56
65.5 39 0 5 56
65.6 39 0 5 56
65.7 39 0 5 56
65.8 39 0 5 56
65.9 39 0 4 57
66.0 39 0 4 57
66.1 39 0 3 58
66.2 39 0 3 58
66.3 39 0 3 58
66.4 39 0 3 58
66.5 39 0 3 58
66.6 39 0 3 58
66.7 38 1 3 58
66.8 38 1 2 59
66.9 38 1 2 59
67.0 37 2 2 59
67.1 37 2 2 59
67.2 37 2 2 59
67.3 37 2 2 59
67.4 37 2 2 59
67.5 37 2 2 59
67.6 37 2 2 59
67.7 37 1 3 59
67.8 37 1 3 59
67.9 37 1 3 59
68.0 37 0 4 59
68.1 37 0 3 60
68.2 37 0 2 61
68.3 37 0 2 61
68.4 37 0 2 61
68.5 37 0 2 61
68.6 37 0 2 61
68.7 37 0 2 61
68.8 37 0 2 61
68.9 37 0 2 61
69.0 37 0 2 61
69.1 37 0 2 61
69.2 37 0 2 61
69.3 37 0 2 61
69.4 37 0 2 61
69.5 37 0 2 61
69.6 37 0 2 61
69.7 37 0 2 61
69.8 37 0 1 62
69.9 37 0 1 62
70.0 37 0 1 62
70.1 37 0 1 62
70.2 37 0 1 62
70.3 37 0 1 62
70.4 37 0 1 62
70.5 37 0 1 62
70.6 37 0 1 62
70.7 37 0 1 62
70.8 37 0 1 62
70.9 36 1 1 62
71.0 36 1 1 62
71.1 36 1 1 62
71.2 36 1 1 62
71.3 36 1 1 62
71.4 36 1 1 62
71.5 36 1 1 62
71.6 36 1 1 62
71.7 36 1 1 62
71.8 36 0 2 62
71.9 36 0 2 62
72.0 36 0 2 62
72.1 36 0 2 62
72.2 36 0 2 62
72.3 36 0 2 62
72.4 36 0 2 62
72.5 36 0 2 62
72.6 36 0 2 62
72.7 36 0 2 62
72.8 36 0 2 62
72.9 36 0 2 62
73.0 36 0 2 62
73.1 35 1 2 62
73.2 35 1 2 62
73.3 35 1 2 62
73.4 35 1 2 62
73.5 35 1 2 62
73.6 35 1 2 62
73.7 35 1 2 62
73.8 35 1 2 62
73.9 35 1 2 62
74.0 35 1 2 62
74.1 35 1 2 62
74.2 35 1 2 62
74.3 35 1 2 62
74.4 35 1 2 62
74.5 35 1 2 62
74.6 35 1 2 62
74.7 35 1 2 62
74.8 35 1 2 62
74.9 35 1 2 62
75.0 35 1 2 62
75.1 35 1 2 62
75.2 35 1 2 62
75.3 35 1 2 62
75.4 35 1 2 62
75.5 35 1 2 62
75.6 35 1 2 62
75.7 35 1 2 62
75.8 35 1 2 62
75.9 34 2 2 62
76.0 34 2 2 62
76.1 34 2 2 62
76.2 34 2 2 62
76.3 34 2 2 62
76.4 34 2 2 62
76.5 33 3 2 62
76.6 33 3 2 62
76.7 33 3 2 62
76.8 33 3 1 63
76.9 32 4 1 63
77.0 32 4 1 63
77.1 32 4 1 63
77.2 32 4 1 63
77.3 32 3 2 63
77.4 32 3 2 63
77.5 32 3 2 63
77.6 32 3 2 63
77.7 32 3 2 63
77.8 32 3 2 63
77.9 32 3 2 63
78.0 32 3 2 63
78.1 32 3 2 63
78.2 32 3 2 63
78.3 32 3 2 63
78.4 32 3 2 63
78.5 32 3 2 63
78.6 32 3 2 63
78.7 32 3 2 63
78.8 32 3 2 63
78.9 32 2 3 63
79.0 32 2 3 63
79.1 32 2 3 63
79.2 32 2 3 63
79.3 32 2 3 63
79.4 32 2 3 63
79.5 32 1 4 63
79.6 32 1 4 63
79.7 32 1 4 63
79.8 32 1 4 63
79.9 32 1 4 63
80.0 32 1 4 63
80.1 31 2 4 63
80.2 31 2 3 64
80.3 31 2 3 64
80.4 31 2 3 64
80.5 31 1 4 64
80.6 31 1 4 64
80.7 31 1 4 64
80.8 31 1 4 64
80.9 31 1 4 64
81.0 31 1 4 64
81.1 31 1 4 64
81.2 31 1 4 64
81.3 31 1 4 64
81.4 31 1 4 64
81.5 31 1 4 64
81.6 31 1 4 64
81.7 31 1 4 64
81.8 31 1 4 64
81.9 31 1 4 64
82.0 31 1 4 64
82.1 31 1 4 64
82.2 31 1 4 64
82.3 31 1 4 64
82.4 31 1 3 65
82.5 31 1 3 65
82.6 31 1 3 65
82.7 31 1 3 65
82.8 31 1 2 66
82.9 31 1 2 66
83.0 31 1 2 66
83.1 31 1 2 66
83.2 31 1 2 66
83.3 31 1 2 66
83.4 31 1 2 66
83.5 31 1 2 66
83.6 31 1 2 66
83.7 31 1 2 66
83.8 31 1 2 66
83.9 31 1 2 66
84.0 31 1 2 66
84.1 31 1 2 66
84.2 30 2 2 66
84.3 29 3 2 66
84.4 29 3 2 66
84.5 29 3 2 66
84.6 29 3 2 66
84.7 29 3 2 66
84.8 29 3 2 66
84.9 29 2 3 66
85.0 29 1 4 66
85.1 29 1 4 66
85.2 29 1 4 66
85.3 29 1 4 66
85.4 29 1 4 66
85.5 29 1 4 66
85.6 29 1 4 66
85.7 29 1 4 66
85.8 29 1 3 67
85.9 29 1 3 67
86.0 29 1 3 67
86.1 29 1 3 67
86.2 29 1 3 67
86.3 29 1 3 67
86.4 29 1 3 67
86.5 28 2 3 67
86.6 28 2 3 67
86.7 28 2 3 67
86.8 28 2 3 67
86.9 28 2 3 67
87.0 28 2 3 67
87.1 28 0 5 67
87.2 28 0 5 67
87.3 28 0 5 67
87.4 28 0 5 67
87.5 28 0 5 67
87.6 28 0 5 67
87.7 28 0 5 67
87.8 28 0 5 67
87.9 28 0 5 67
88.0 28 0 5 67
88.1 27 1 5 67
88.2 27 1 4 68
88.3 27 1 4 68
88.4 27 1 4 68
88.5 27 1 4 68
88.6 27 1 4 68
88.7 27 1 4 68
88.8 27 1 4 68
88.9 27 1 4 68
89.0 27 1 4 68
89.1 27 1 4 68
89.2 27 1 4 68
89.3 27 1 4 68
89.4 27 1 4 68
89.5 27 1 4 68
89.6 27 1 4 68
89.7 27 0 5 68
89.8 27 0 5 68
89.9 27 0 5 68
90.0 27 0 5 68
90.1 27 0 5 68
90.2 27 0 5 68
90.3 27 0 5 68
90.4 27 0 5 68
90.5 27 0 5 68
90.6 27 0 5 68
90.7 27 0 5 68
90.8 27 0 5 68
90.9 27 0 5 68
91.0 27 0 5 68
91.1 27 0 5 68
91.2 27 0 5 68
91.3 27 0 5 68
91.4 27 0 5 68
91.5 27 0 4 69
91.6 27 0 4 69
91.7 27 0 4 69
91.8 27 0 3 70
91.9 26 1 3 70
92.0 26 1 3 70
92.1 26 1 3 70
92.2 26 1 3 70
92.3 26 1 3 70
92.4 26 1 3 70
92.5 26 1 3 70
92.6 26 1 3 70
92.7 26 1 3 70
92.8 26 1 3 70
92.9 26 0 4 70
93.0 26 0 4 70
93.1 26 0 4 70
93.2 26 0 4 70
93.3 26 0 4 70
93.4 26 0 4 70
93.5 26 0 4 70
93.6 26 0 4 70
93.7 26 0 4 70
93.8 26 0 4 70
93.9 26 0 4 70
94.0 26 0 3 71
94.1 26 0 3 71
94.2 26 0 3 71
94.3 26 0 3 71
94.4 26 0 3 71
94.5 26 0 3 71
94.6 26 0 3 71
94.7 26 0 2 72
94.8 26 0 2 72
94.9 26 0 2 72
95.0 26 0 2 72
95.1 26 0 2 72
95.2 26 0 2 72
95.3 26 0 2 72
95.4 26 0 2 72
95.5 26 0 2 72
95.6 26 0 2 72
95.7 26 0 2 72
95.8 26 0 2 72
95.9 26 0 2 72
96.0 26 0 2 72
96.1 26 0 2 72
96.2 26 0 2 72
96.3 26 0 2 72
96.4 26 0 2 72
96.5 26 0 2 72
96.6 26 0 1 73
96.7 26 0 1 73
96.8 26 0 1 73
96.9 26 0 1 73
97.0 26 0 1 73
97.1 26 0 1 73
97.2 26 0 1 73
97.3 26 0 1 73
97.4 26 0 1 73
97.5 26 0 1 73
97.6 26 0 1 73
97.7 26 0 1 73
97.8 26 0 1 73
97.9 26 0 1 73
98.0 26 0 1 73
98.1 26 0 1 73
98.2 26 0 1 73
98.3 26 0 1 73
98.4 26 0 1 73
98.5 26 0 1 73
98.6 26 0 1 73
98.7 26 0 1 73
98.8 25 1 1 73
98.9 25 1 1 73
99.0 25 1 1 73
99.1 25 1 1 73
99.2 25 1 1 73
99.3 25 1 1 73
99.4 25 1 1 73
99.5 25 1 1 73
99.6 25 1 1 73
99.7 25 1 1 73
99.8 25 1 0 74
99.9 25 1 0 74
100.0 25 0 1 74
100.1 25 0 1 74
100.2 25 0 1 74
100.3 25 0 1 74
100.4 25 0 1 74
100.5 25 0 1 74
100.6 25 0 1 74
100.7 25 0 1 74
100.8 25 0 1 74
100.9 25 0 1 74
101.0 25 0 1 74
101.1 25 0 1 74
101.2 25 0 1 74
101.3 24 1 1 74
101.4 24 1 1 74
101.5 24 1 1 74
101.6 24 1 1 74
101.7 24 1 1 74
101.8 24 1 1 74
101.9 24 1 1 74
102.0 24 1 1 74
102.1 24 1 1 74
102.2 24 1 1 74
102.3 24 1 1 74
102.4 24 1 1 74
102.5 24 1 1 74
102.6 24 1 1 74
102.7 24 1 1 74
102.8 23 2 1 74
102.9 23 1 2 74
103.0 23 1 2 74
103.1 23 1 2 74
103.2 23 1 2 74
103.3 23 1 2 74
103.4 23 1 2 74
103.5 23 1 2 74
103.6 23 1 1 75
103.7 23 1 1 75
103.8 23 1 1 75
103.9 23 1 1 75
104.0 23 1 1 75
104.1 23 1 1 75
104.2 23 1 1 75
104.3 23 1 1 75
104.4 23 1 1 75
104.5 23 1 1 75
104.6 23 1 1 75
104.7 23 1 1 75
104.8 22 2 1 75
104.9 22 2 1 75
105.0 22 2 1 75
105.1 22 2 1 75
105.2 22 2 1 75
105.3 22 2 1 75
105.4 22 2 1 75
105.5 22 2 1 75
105.6 22 2 1 75
105.7 22 2 1 75
105.8 22 2 1 75
105.9 22 2 1 75
106.0 22 2 1 75
106.1 22 2 1 75
106.2 22 2 1 75
106.3 22 2 1 75
106.4 22 2 1 75
106.5 22 2 1 75
106.6 22 2 1 75
106.7 22 2 1 75
106.8 22 2 1 75
106.9 22 2 1 75
107.0 21 3 1 75
107.1 21 2 2 75
107.2 21 2 2 75
107.3 21 2 2 75
107.4 21 2 2 75
107.5 21 1 3 75
107.6 21 1 3 75
107.7 21 1 3 75
107.8 21 1 3 75
107.9 21 0 3 76
108.0 21 0 3 76
108.1 21 0 3 76
108.2 21 0 3 76
108.3 21 0 3 76
108.4 21 0 3 76
108.5 21 0 3 76
108.6 21 0 3 76
108.7 21 0 3 76
108.8 21 0 3 76
108.9 21 0 3 76
109.0 21 0 3 76
109.1 21 0 3 76
109.2 21 0 3 76
109.3 21 0 3 76
109.4 21 0 3 76
109.5 21 0 3 76
109.6 21 0 3 76
109.7 21 0 3 76
109.8 21 0 3 76
109.9 21 0 3 76
110.0 21 0 3 76
110.1 21 0 3 76
110.2 21 0 3 76
110.3 21 0 3 76
110.4 21 0 3 76
110.5 20 1 3 76
110.6 20 1 3 76
110.7 20 1 3 76
110.8 20 1 3 76
110.9 20 1 3 76
111.0 20 1 3 76
111.1 20 1 3 76
111.2 20 1 3 76
111.3 20 1 3 76
111.4 20 1 3 76
111.5 20 0 4 76
111.6 20 0 3 77
111.7 20 0 3 77
111.8 20 0 3 77
111.9 20 0 3 77
112.0 20 0 3 77
112.1 20 0 3 77
112.2 20 0 3 77
112.3 20 0 3 77
112.4 20 0 3 77
112.5 20 0 3 77
112.6 20 0 3 77
112.7 20 0 3 77
112.8 20 0 3 77
112.9 20 0 3 77
113.0 20 0 3 77
113.1 20 0 3 77
113.2 20 0 3 77
113.3 20 0 3 77
113.4 20 0 3 77
113.5 20 0 2 78
113.6 20 0 2 78
113.7 20 0 2 78
113.8 20 0 2 78
113.9 20 0 2 78
114.0 20 0 2 78
114.1 20 0 2 78
114.2 20 0 2 78
114.3 20 0 2 78
114.4 20 0 2 78
114.5 19 1 2 78
114.6 19 1 2 78
114.7 19 1 1 79
114.8 19 1 1 79
114.9 19 1 1 79
115.0 19 1 1 79
115.1 19 1 1 79
115.2 19 1 1 79
115.3 19 1 1 79
115.4 19 1 0 80
115.5 19 1 0 80
115.6 19 1 0 80
115.7 18 2 0 80
115.8 18 2 0 80
115.9 18 2 0 80
116.0 18 2 0 80
116.1 18 2 0 80
