t 218Po 214Pb 214Bi 214Po 210Pb
0.0 100 0 0 0 0
0.0 99 1 0 0 0
0.0 99 1 0 0 0
0.0 98 2 0 0 0
0.1 98 2 0 0 0
0.1 98 2 0 0 0
0.1 98 2 0 0 0
0.1 98 2 0 0 0
0.2 98 2 0 0 0
0.2 98 2 0 0 0
0.2 98 2 0 0 0
0.2 97 3 0 0 0
0.3 96 4 0 0 0
0.3 96 4 0 0 0
0.3 95 5 0 0 0
0.3 94 6 0 0 0
0.4 94 6 0 0 0
0.4 94 6 0 0 0
0.4 93 7 0 0 0
0.4 92 8 0 0 0
0.5 91 9 0 0 0
0.5 91 9 0 0 0
0.5 91 9 0 0 0
0.5 91 9 0 0 0
0.6 91 9 0 0 0
0.6 91 9 0 0 0
0.6 91 9 0 0 0
0.6 91 9 0 0 0
0.7 91 9 0 0 0
0.7 91 9 0 0 0
0.7 90 10 0 0 0
0.7 90 10 0 0 0
0.8 88 12 0 0 0
0.8 88 12 0 0 0
0.8 88 12 0 0 0
0.8 86 14 0 0 0
0.9 86 14 0 0 0
0.9 84 16 0 0 0
0.9 84 16 0 0 0
0.9 84 16 0 0 0
1.0 83 17 0 0 0
1.0 82 18 0 0 0
1.0 81 19 0 0 0
1.0 79 21 0 0 0
1.1 79 21 0 0 0
1.1 78 22 0 0 0
1.1 76 24 0 0 0
1.1 75 25 0 0 0
1.2 74 26 0 0 0
1.2 74 26 0 0 0
1.2 74 26 0 0 0
1.2 73 27 0 0 0
1.3 72 27 1 0 0
1.3 71 28 1 0 0
1.3 71 28 1 0 0
1.3 70 29 1 0 0
1.4 69 30 1 0 0
1.4 69 30 1 0 0
1.4 69 30 1 0 0
1.4 69 30 1 0 0
1.5 69 30 1 0 0
1.5 69 30 1 0 0
1.5 69 30 1 0 0
1.5 69 30 1 0 0
1.6 68 31 1 0 0
1.6 67 32 1 0 0
1.6 67 32 1 0 0
1.6 67 32 1 0 0
1.7 66 33 1 0 0
1.7 66 33 1 0 0
1.7 65 34 1 0 0
1.7 64 35 1 0 0
1.8 64 35 1 0 0
1.8 64 35 1 0 0
1.8 64 35 1 0 0
1.8 63 36 1 0 0
1.9 62 37 1 0 0
1.9 62 37 1 0 0
1.9 62 37 1 0 0
1.9 62 37 1 0 0
2.0 61 38 1 0 0
2.0 61 38 1 0 0
2.0 60 39 1 0 0
2.0 60 39 1 0 0
2.1 58 41 1 0 0
2.1 58 41 1 0 0
2.1 58 41 1 0 0
2.1 58 41 1 0 0
2.2 58 41 1 0 0
2.2 58 41 1 0 0
2.2 57 42 1 0 0
2.2 57 42 1 0 0
2.3 56 43 1 0 0
2.3 55 44 1 0 0
2.3 55 44 1 0 0
2.3 55 44 1 0 0
2.4 54 45 1 0 0
2.4 54 45 1 0 0
2.4 54 45 1 0 0
2.4 54 45 1 0 0
2.5 54 45 1 0 0
2.5 54 45 1 0 0
2.5 54 45 1 0 0
2.5 53 46 1 0 0
2.6 53 46 1 0 0
2.6 53 46 1 0 0
2.6 53 46 1 0 0
2.6 52 47 1 0 0
2.7 52 47 1 0 0
2.7 52 47 1 0 0
2.7 52 47 1 0 0
2.7 51 48 1 0 0
2.8 51 48 1 0 0
2.8 51 48 1 0 0
2.8 51 48 1 0 0
2.8 50 49 1 0 0
2.9 48 51 1 0 0
2.9 48 51 1 0 0
2.9 48 51 1 0 0
2.9 48 51 1 0 0
3.0 48 51 1 0 0
3.0 48 51 1 0 0
3.0 48 51 1 0 0
3.0 48 51 1 0 0
3.1 48 51 1 0 0
3.1 48 51 1 0 0
3.1 48 51 1 0 0
3.1 48 51 1 0 0
3.2 47 51 2 0 0
3.2 47 51 2 0 0
3.2 47 51 2 0 0
3.2 47 51 2 0 0
3.3 46 52 2 0 0
3.3 46 52 2 0 0
3.3 46 52 2 0 0
3.3 46 52 2 0 0
3.4 46 52 2 0 0
3.4 46 52 2 0 0
3.4 46 52 2 0 0
3.4 46 52 1 0 1
3.5 46 52 1 0 1
3.5 46 52 1 0 1
3.5 46 52 1 0 1
3.5 46 52 1 0 1
3.6 46 52 1 0 1
3.6 46 52 1 0 1
3.6 46 52 1 0 1
3.6 46 52 1 0 1
3.7 46 52 1 0 1
3.7 46 52 1 0 1
3.7 46 52 1 0 1
3.7 46 52 1 0 1
3.8 46 52 1 0 1
3.8 46 52 1 0 1
3.8 45 53 1 0 1
3.8 45 53 1 0 1
3.9 44 54 1 0 1
3.9 44 54 1 0 1
3.9 44 54 1 0 1
3.9 44 54 1 0 1
4.0 44 54 1 0 1
4.0 44 54 1 0 1
4.0 44 54 1 0 1
4.0 44 54 1 0 1
4.1 44 54 1 0 1
4.1 42 56 1 0 1
4.1 41 57 1 0 1
4.1 41 57 1 0 1
4.2 41 57 1 0 1
4.2 41 57 1 0 1
4.2 40 58 1 0 1
4.2 40 58 1 0 1
4.3 40 58 1 0 1
4.3 40 57 2 0 1
4.3 40 57 2 0 1
4.3 40 57 2 0 1
4.4 39 58 2 0 1
4.4 39 58 2 0 1
4.4 39 58 2 0 1
4.4 39 58 2 0 1
4.5 38 59 2 0 1
4.5 38 59 2 0 1
4.5 38 59 2 0 1
4.5 38 59 2 0 1
4.6 37 60 2 0 1
4.6 37 60 2 0 1
4.6 37 60 2 0 1
4.6 37 60 2 0 1
4.7 37 60 2 0 1
4.7 37 60 2 0 1
4.7 37 60 2 0 1
4.7 37 60 2 0 1
4.8 37 60 2 0 1
4.8 36 61 2 0 1
4.8 36 61 2 0 1
4.8 36 61 2 0 1
4.9 36 61 2 0 1
4.9 36 61 2 0 1
4.9 36 61 2 0 1
4.9 36 61 2 0 1
5.0 36 61 2 0 1
5.0 35 62 2 0 1
5.0 34 63 2 0 1
5.0 34 63 2 0 1
5.1 34 63 2 0 1
5.1 34 63 2 0 1
5.1 34 63 2 0 1
5.1 34 63 2 0 1
5.2 34 63 2 0 1
5.2 34 63 2 0 1
5.2 34 63 2 0 1
5.2 34 63 2 0 1
5.3 33 64 2 0 1
5.3 33 64 2 0 1
5.3 33 64 2 0 1
5.3 32 65 2 0 1
5.4 32 65 2 0 1
5.4 32 65 2 0 1
5.4 32 65 2 0 1
5.4 32 64 3 0 1
5.5 31 65 3 0 1
5.5 31 65 3 0 1
5.5 30 66 3 0 1
5.5 30 66 3 0 1
5.6 30 65 4 0 1
5.6 30 65 4 0 1
5.6 28 67 4 0 1
5.6 28 67 4 0 1
5.7 27 67 5 0 1
5.7 27 67 5 0 1
5.7 27 67 5 0 1
5.7 27 67 5 0 1
5.8 27 67 5 0 1
5.8 27 67 5 0 1
5.8 27 67 5 0 1
5.8 27 67 5 0 1
5.9 26 68 5 0 1
5.9 26 68 5 0 1
5.9 26 67 6 0 1
5.9 26 67 6 0 1
6.0 26 67 6 0 1
6.0 26 67 6 0 1
6.0 26 67 6 0 1
6.0 26 67 6 0 1
6.1 26 67 6 0 1
6.1 26 67 6 0 1
6.1 26 67 6 0 1
6.1 25 68 6 0 1
